Dataset;Classifier;Statistic
"bppfequalize";"7Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";58.59766277128548
"bppfequalize";"8Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";41.48580968280467
"bppfequalize";"9Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";62.43739565943239
"bppfequalize";"10Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";56.09348914858097
"bppfequalize";"11Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";59.5575959933222
"bppfequalize";"12Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";61.39398998330551
"bppfequalize";"13Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";61.97829716193656
"bppfequalize";"14Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";60.85141903171953
"bppfequalize";"15Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";58.263772954924875
"bppfequalize";"16Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";47.74624373956594
"bppfequalize";"17Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";56.92821368948247
"bppfequalize";"18Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";58.59766277128548
"bppfequalize";"19Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";48.28881469115192
"bppfequalize";"20Vote:-S:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-R:AVG";61.35225375626043
"bppfequalize";"21Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";68.57262103505843
"bppfequalize";"22Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";63.313856427378965
"bppfequalize";"23Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.bayes.BayesNet-D-Qweka.classifiers.bayes.net.search.local.K2---P1-SBAYES-Eweka.classifiers.bayes.net.estimate.SimpleEstimator---A0.5:-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.functions.SMO-C1.0-L0.001-P1.0E-12-N0-V-1-W1-K"weka.classifiers.functions.supportVector.PolyKernel-E1.0-C250007"-calibrator"weka.classifiers.functions.Logistic-R1.0E-8-M-1-num-decimal-places4":-B:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1";54.173622704507515
"bppfequalize";"24Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";61.602671118530886
"bppforiginal";"0Bagging:-P:100:-S:1:-num-slots:1:-I:10:-W:weka.classifiers.trees.REPTree:--:-M:2:-V:0.001:-N:3:-S:1:-L:-1:-I:0.0";61.85308848080133
"bppforiginal";"1Bagging:-P:100:-S:1:-num-slots:1:-I:10:-W:weka.classifiers.trees.J48:--:-C:0.25:-M:2";62.47913188647746
"bppforiginal";"2AdaBoostM1:-P:100:-S:1:-I:10:-W:weka.classifiers.trees.REPTree:--:-M:2:-V:0.001:-N:3:-S:1:-L:-1:-I:0.0";58.764607679465776
"bppforiginal";"3AdaBoostM1:-P:100:-S:1:-I:10:-W:weka.classifiers.bayes.NaiveBayes";55.968280467445744
"bppforiginal";"4Vote:-S:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes:-R:AVG";63.48080133555926
"bppforiginal";"5Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";65.23372287145241
"bppforiginal";"6Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";65.52587646076795
"bppforiginal";"7Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";59.68280467445743
"bppforiginal";"8Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.trees.J48-C0.25-M2:-B:weka.classifiers.bayes.NaiveBayes";38.81469115191987
"bppforiginal";"9Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";64.64941569282136
"bppforiginal";"10Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";60.01669449081803
"bppforiginal";"11Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";62.145242070116865
"bppforiginal";"12Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";65.52587646076795
"bppforiginal";"13Vote:-S:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-R:AVG";65.31719532554257
"bppforiginal";"14Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";63.856427378964945
"bppforiginal";"15Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";62.43739565943239
"bppforiginal";"16Stacking:-X:10:-M:weka.classifiers.bayes.NaiveBayes:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-I-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";56.80300500834725
"bppforiginal";"17Stacking:-X:10:-M:weka.classifiers.trees.RandomForest-P100-I100-num-slots1-K0-M1.0-V0.001-S1:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";59.72454090150251
"bppforiginal";"18Stacking:-X:10:-M:weka.classifiers.trees.J48-C0.25-M2:-S:1:-num-slots:1:-B:weka.classifiers.lazy.IBk-K1-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K3-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K5-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K9-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\"":-B:weka.classifiers.lazy.IBk-K13-W0-F-A"weka.core.neighboursearch.LinearNNSearch-A\"weka.core.EuclideanDistance-Rfirst-last\""";61.56093489148581
