@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/sine-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns4' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns8' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns16' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns35' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns40' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns44' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns80' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns106' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns109' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns116' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns124' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns152' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns160' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns179' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns183' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns189' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns204' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns212' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns214' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns215' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns217' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns221' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns224' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns232' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns254' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns260' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns287' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns288' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns322' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns323' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns325' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns328' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns340' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns358' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns362' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns364' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns365' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns368' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns376' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns392' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns395' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns396' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns400' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns404' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns409' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns412' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns431' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns440' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns448' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns469' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns476' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns503' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns504' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns505' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns506' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns508' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns509' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns511' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns512' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns513' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns520' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns538' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns540' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns541' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns544' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns545' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns547' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns548' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns553' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns556' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns574' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns584' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns592' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns613' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns647' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns649' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns664' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns688' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns718' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns721' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns728' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns753' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns754' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns755' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
0,1,3,1,9,0,2,4,15,15,2,1,3,2,15,1,1,0,0,0,6,15,0,2,0,0,4,2,4,2,7,13,2,4,15,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,9,2,8,0,6,0,1,0,0,4,0,1,15,1,10,0,0,0,2,0,1,15,2,2,14,15,9,3,1,15,13,2,1,5,15,brain
0,1,4,2,15,2,6,4,10,12,3,2,3,1,15,0,0,0,0,0,15,15,1,7,5,1,2,15,4,0,15,13,1,1,5,2,2,2,8,4,2,7,7,2,5,1,2,13,0,0,9,2,15,5,9,1,2,1,1,6,1,3,15,9,13,1,4,2,4,1,1,15,3,1,10,15,8,0,1,4,7,0,1,0,15,brain
0,2,5,2,15,2,6,3,12,15,4,1,4,1,12,1,0,0,0,0,15,15,4,15,8,3,2,2,5,0,15,10,0,0,5,2,3,3,8,4,2,7,6,2,6,0,2,6,1,0,7,2,15,8,15,1,2,3,2,4,0,2,15,6,15,1,2,2,6,1,2,11,1,0,6,15,1,2,1,2,15,0,0,0,15,brain
0,1,5,1,12,0,5,7,12,15,3,1,5,1,12,1,1,0,1,5,15,15,2,6,1,0,1,15,1,5,5,15,0,1,10,0,1,0,5,1,1,11,4,0,4,0,1,15,1,0,15,7,11,4,15,2,2,1,1,8,0,3,11,4,15,1,2,1,6,0,1,5,0,0,12,15,15,2,2,7,15,1,0,2,5,brain
0,1,3,2,8,1,3,2,15,15,2,1,4,2,12,1,1,0,0,5,6,15,0,5,2,3,3,2,4,2,6,15,1,1,14,5,1,0,0,0,0,0,1,1,1,0,3,3,2,1,12,2,10,2,14,2,2,0,0,4,1,2,15,0,9,0,0,0,0,0,1,15,4,2,11,15,4,1,1,15,15,3,1,7,13,brain
1,3,5,4,10,3,5,6,15,15,5,5,4,3,9,1,1,0,3,15,8,13,3,7,5,3,6,9,2,15,8,13,5,3,15,4,3,3,6,3,3,9,8,3,7,0,5,8,4,4,15,5,12,7,15,4,3,4,2,8,2,3,15,9,15,3,4,3,7,1,4,15,2,2,14,11,15,4,4,15,12,3,0,15,9,brain
0,2,5,2,9,2,5,5,15,15,4,1,4,2,11,2,0,1,0,0,14,15,1,5,2,1,4,5,6,1,11,15,2,2,8,3,2,3,7,3,2,7,6,1,5,0,2,7,3,1,15,5,13,10,15,3,3,3,1,7,2,3,15,9,15,3,3,2,5,1,3,15,2,1,15,15,11,2,3,14,15,2,0,7,12,brain
0,2,4,1,8,1,3,2,15,15,3,1,5,2,11,2,1,1,0,3,8,15,1,4,2,2,5,1,3,1,3,15,1,1,8,1,0,0,2,0,0,4,1,0,1,0,0,4,2,1,8,1,5,2,15,1,0,0,0,2,4,1,9,4,15,3,0,0,8,0,5,15,2,1,13,14,5,1,1,15,11,2,0,4,15,brain
0,2,5,2,9,2,6,6,15,15,4,1,4,2,9,2,0,1,0,0,14,15,2,6,2,1,3,5,5,1,8,15,2,2,7,2,2,2,8,3,1,6,8,2,6,0,2,7,2,1,15,4,14,8,13,3,2,3,2,7,1,3,15,8,15,3,3,2,5,1,2,13,2,1,15,15,11,2,3,15,15,4,1,7,15,brain
0,1,4,2,11,1,6,3,13,15,2,0,5,2,11,1,0,0,0,0,15,15,1,6,2,0,2,2,3,0,15,7,0,0,0,2,2,0,8,5,0,2,3,1,3,0,1,2,2,0,9,0,15,2,15,2,2,1,1,5,0,2,14,3,15,2,1,1,4,0,3,13,1,0,7,15,12,0,2,13,10,0,0,0,15,brain
0,1,5,2,6,1,5,6,15,9,5,3,5,2,5,0,0,0,2,15,11,7,0,5,2,0,0,0,4,14,15,10,1,2,15,2,1,1,6,2,1,5,3,1,5,0,2,4,4,2,11,4,7,5,13,3,2,2,1,6,1,2,15,3,9,1,0,0,5,0,2,15,0,0,15,6,14,2,2,15,0,0,0,0,0,brain
1,2,4,3,9,2,4,4,15,8,4,2,4,3,8,0,1,0,2,15,6,10,1,4,3,3,3,9,4,15,7,13,2,3,15,2,2,1,4,2,3,9,2,1,5,0,2,7,4,3,15,4,10,6,11,2,2,2,1,4,2,2,15,6,12,1,1,1,5,0,2,15,5,3,15,5,15,4,2,15,10,3,1,15,7,brain
0,1,6,2,8,1,5,5,15,15,6,1,5,2,12,1,1,0,0,8,10,15,1,6,2,1,8,5,5,12,11,12,1,1,15,1,1,2,5,2,2,7,3,1,6,0,1,5,6,1,10,5,5,3,15,2,1,1,0,4,1,1,14,2,13,1,1,0,2,0,2,15,6,2,10,15,11,2,2,15,11,0,0,0,15,brain
2,3,3,4,12,2,3,3,13,14,3,4,4,4,12,2,1,0,2,15,9,13,3,4,2,5,3,12,5,15,9,14,2,3,15,3,3,3,3,2,3,12,13,3,2,2,3,14,3,5,15,4,11,15,15,5,2,4,2,2,1,3,15,13,14,3,4,2,3,2,4,15,5,4,10,9,15,3,5,15,12,4,1,15,10,brain
0,1,5,2,10,1,5,6,15,15,4,2,4,2,9,1,1,0,0,0,15,15,2,9,3,2,5,5,5,0,10,13,1,0,4,3,2,2,6,2,2,6,4,2,6,1,3,6,2,0,15,4,15,5,15,1,1,2,1,6,1,2,15,2,15,1,1,0,4,0,2,11,2,1,7,15,10,1,2,14,15,2,0,8,15,brain
0,2,5,2,9,2,5,6,13,15,3,1,4,2,10,2,0,1,0,0,14,15,1,3,1,2,4,5,5,1,7,15,2,2,7,3,3,2,7,3,2,5,9,1,4,1,1,7,2,1,15,4,12,8,15,3,2,2,2,7,1,2,15,8,15,2,4,1,4,0,2,12,3,2,14,15,12,6,2,14,15,3,0,7,10,brain
0,1,4,2,7,1,4,2,15,15,4,2,5,3,8,2,3,0,2,7,8,13,1,6,3,2,4,4,7,9,5,13,1,1,15,1,1,1,3,2,0,6,9,3,7,1,3,9,2,1,7,3,6,2,6,0,0,0,0,2,0,0,15,4,11,2,1,0,5,0,3,15,2,0,15,12,5,0,2,15,15,7,0,9,6,brain
0,2,7,2,7,3,7,7,15,15,7,2,5,2,8,0,1,0,3,15,7,13,2,8,3,2,7,7,2,15,4,13,2,1,15,2,3,1,7,4,2,6,5,3,9,0,2,5,5,2,13,5,6,5,12,2,1,2,1,8,0,2,15,6,14,1,3,2,5,0,2,15,4,2,15,5,15,4,3,15,15,4,0,15,11,brain
3,1,2,3,13,2,3,2,15,10,2,3,2,4,15,2,0,1,2,15,9,11,3,4,2,0,0,0,4,15,9,11,2,2,15,2,2,4,3,2,3,12,7,1,2,2,3,12,2,2,14,2,12,5,11,2,1,3,1,2,1,2,15,5,13,1,4,2,1,1,3,15,3,3,15,12,11,3,1,13,14,2,1,15,11,brain
1,2,4,3,10,3,4,3,15,14,5,3,5,4,11,0,1,0,4,15,6,12,2,6,6,2,5,9,8,15,9,12,2,2,15,3,3,3,4,4,3,11,8,3,5,1,3,10,2,2,10,3,9,8,11,2,2,2,1,3,1,3,15,10,12,2,4,2,4,1,2,15,6,4,13,8,8,2,3,15,14,4,1,15,13,brain
0,1,4,1,15,2,5,4,11,15,2,1,5,1,12,1,0,0,0,0,15,15,2,9,6,0,1,2,5,0,15,10,1,0,7,2,2,2,7,2,2,5,6,1,3,0,1,3,0,0,7,2,15,7,14,2,1,3,2,5,1,1,15,6,15,1,3,2,5,0,2,10,2,0,6,15,0,15,1,4,15,0,0,0,15,brain
2,2,3,3,13,2,3,3,15,14,4,4,2,3,13,1,2,1,2,15,9,13,3,3,4,4,4,13,5,15,12,12,2,4,15,4,2,2,3,3,4,11,11,2,3,2,3,15,4,4,12,2,14,10,14,4,2,2,2,3,1,3,15,11,15,2,4,2,2,1,3,15,3,4,15,13,10,2,2,15,9,3,0,15,11,brain
0,1,5,2,8,1,5,6,13,15,3,0,4,1,9,1,1,0,1,6,15,15,1,3,1,1,1,1,2,0,15,15,1,2,10,1,1,0,5,2,0,2,3,0,4,0,0,2,0,0,14,6,15,3,15,2,1,1,1,5,0,2,10,3,15,1,1,0,4,0,1,12,1,0,10,15,12,2,1,10,11,0,0,1,15,brain
0,1,4,2,8,1,3,4,15,15,4,2,6,3,10,0,1,1,0,4,7,15,0,9,5,1,7,3,3,1,8,15,1,1,11,0,0,0,2,1,0,3,4,0,1,0,1,6,4,2,13,3,12,1,15,0,0,0,0,0,1,0,4,5,15,0,0,0,0,0,0,5,2,2,13,15,9,2,0,15,12,8,1,15,15,brain
0,2,5,2,8,2,6,5,14,15,3,1,4,2,8,0,0,0,1,9,6,15,0,8,2,2,4,11,3,15,12,15,2,2,15,2,3,2,4,2,1,6,6,0,2,0,0,6,3,1,15,6,8,6,15,2,1,1,1,5,1,2,12,7,15,2,2,1,3,0,2,13,4,1,15,12,14,3,3,10,11,3,0,15,5,brain
0,1,4,2,9,1,3,4,15,15,4,1,3,2,13,1,1,1,0,3,7,15,0,5,2,2,4,2,4,3,3,15,1,4,15,1,0,0,0,0,0,5,5,2,5,1,1,5,2,1,15,2,10,2,15,1,0,0,0,2,1,0,10,5,14,1,0,0,2,2,0,15,2,2,13,15,4,1,1,15,13,1,1,4,15,brain
1,2,3,2,15,3,5,3,12,13,3,2,3,3,15,2,0,0,0,3,15,12,3,4,3,3,3,13,4,0,15,14,2,2,12,2,3,2,4,4,1,10,8,2,4,1,3,12,2,1,13,3,15,10,11,3,3,2,2,4,1,4,15,8,12,3,4,1,3,1,3,15,3,3,6,15,10,2,3,12,10,1,0,3,15,brain
1,2,4,3,13,2,4,4,15,15,3,2,4,2,13,0,1,0,0,2,15,15,3,5,3,2,3,6,2,7,9,15,1,2,15,3,3,2,5,4,2,11,10,3,4,1,3,12,2,1,13,2,13,11,13,3,3,2,1,5,2,3,15,9,14,2,2,2,4,1,3,15,3,2,9,15,8,2,3,15,14,1,0,15,13,brain
2,2,3,3,13,2,2,2,15,12,3,3,3,3,13,2,0,1,1,15,13,10,3,5,4,2,3,11,7,15,13,12,1,2,15,3,2,3,3,3,3,12,9,1,4,1,3,13,3,3,13,1,13,10,14,3,3,2,1,4,2,4,15,11,14,2,4,2,4,1,3,15,2,4,15,12,15,5,2,15,10,4,1,15,12,brain
3,1,2,3,14,1,2,3,15,9,1,3,2,3,14,0,0,1,2,15,14,8,3,1,2,1,2,15,0,0,0,9,2,2,15,3,1,3,2,3,4,15,12,2,1,2,3,14,1,3,11,3,15,13,15,5,2,4,3,3,1,2,15,14,14,2,3,1,3,1,3,15,2,3,3,10,8,3,0,15,12,1,3,15,15,brain
1,1,1,1,15,1,1,1,5,8,1,1,1,1,15,2,0,0,1,5,15,10,2,1,1,1,1,15,0,5,15,9,1,1,6,2,1,2,1,1,2,15,6,1,1,0,1,15,1,1,9,1,15,5,9,1,1,2,1,1,0,0,5,6,8,0,2,1,1,1,0,3,1,1,11,15,8,1,1,5,11,2,1,10,15,brain
1,2,7,3,9,3,7,5,15,13,6,4,7,4,10,1,1,0,3,15,10,14,3,9,3,2,8,7,4,15,8,15,4,4,15,4,3,3,8,3,3,8,7,2,7,1,4,9,5,2,15,4,8,7,14,3,3,3,2,6,1,3,15,8,15,3,2,2,7,1,3,14,4,3,7,6,11,10,7,4,9,6,0,15,9,brain
1,1,4,5,12,1,4,4,13,15,4,8,4,5,12,0,4,0,2,9,15,14,2,6,15,1,2,15,7,15,13,15,1,1,10,2,1,3,5,3,3,9,11,3,4,1,2,12,3,3,15,3,12,8,15,2,1,4,2,5,2,3,13,7,15,2,2,1,5,0,2,12,3,4,15,11,15,7,1,4,14,3,1,15,8,brain
0,1,3,2,8,1,3,3,15,15,2,2,4,2,12,1,2,0,0,0,5,15,0,3,1,1,2,2,3,5,4,15,1,2,15,2,2,2,6,4,0,5,1,0,0,0,2,2,6,5,14,1,5,2,15,0,0,0,0,2,2,1,15,1,11,0,0,0,1,0,0,15,2,2,13,15,13,3,2,15,12,2,2,8,15,brain
0,1,5,1,15,2,5,4,9,15,4,1,6,1,13,1,0,0,0,0,15,11,1,3,2,2,1,15,2,0,15,6,0,0,0,2,2,2,8,3,2,6,5,1,5,0,2,7,0,0,6,0,15,6,15,2,1,2,1,7,0,2,15,5,15,1,2,2,6,0,1,14,2,0,7,15,10,1,2,12,9,0,0,0,15,brain
1,1,4,2,15,2,7,4,10,12,2,1,3,1,15,1,0,0,0,0,15,15,2,6,4,2,2,15,4,0,15,13,1,1,5,3,2,2,10,5,2,9,7,2,5,0,2,11,0,0,7,2,15,6,7,2,2,1,1,6,1,3,15,7,14,1,3,1,3,1,1,15,3,1,6,15,8,0,1,4,8,0,0,0,15,brain
0,3,6,3,10,3,6,5,15,15,5,3,7,4,11,0,0,0,0,2,14,15,2,6,5,3,5,6,5,7,7,15,2,2,15,3,3,2,7,2,1,6,5,2,4,0,2,6,5,2,12,5,13,6,13,3,3,2,1,5,2,3,15,5,12,3,2,0,6,1,4,15,7,3,12,15,8,2,2,15,15,7,0,13,15,brain
2,3,4,4,11,3,4,4,15,14,4,4,5,4,11,2,1,1,4,15,12,14,2,5,5,4,3,13,7,15,12,12,2,3,15,4,3,3,4,3,3,10,13,4,5,1,3,12,3,3,14,3,11,10,14,4,4,2,1,5,1,3,15,11,15,2,3,2,4,2,4,14,2,2,9,10,15,5,3,14,13,6,1,15,14,brain
0,2,6,2,5,3,6,7,13,6,5,1,5,1,3,1,0,1,2,11,6,14,2,6,4,0,5,1,0,15,2,14,1,2,15,3,3,2,6,4,2,9,3,1,4,0,1,3,6,0,15,6,6,5,15,2,2,2,1,8,1,3,15,5,14,2,1,1,3,0,2,15,4,0,15,3,15,4,2,9,15,7,0,12,3,brain
0,1,5,2,6,2,6,7,15,15,4,1,4,2,6,2,0,0,0,4,7,15,5,0,0,2,5,5,2,8,4,15,2,1,13,6,6,1,14,10,1,4,3,1,3,0,1,3,4,2,15,6,6,1,5,0,1,0,0,8,0,3,15,3,15,2,1,1,5,0,2,13,4,1,15,6,15,2,1,15,13,6,1,15,8,ewer
0,2,5,2,8,2,5,5,10,15,5,3,3,1,9,0,1,1,0,6,5,0,0,0,0,5,4,6,5,6,6,15,2,1,13,3,3,0,10,5,1,4,7,4,7,1,4,8,5,2,15,4,9,4,15,1,1,1,0,8,1,2,9,7,15,2,2,1,4,0,1,14,3,2,15,6,13,2,0,0,15,0,2,15,6,ewer
0,2,5,2,13,2,4,5,7,15,3,2,5,2,11,0,0,0,0,1,15,0,0,0,0,0,0,0,1,15,5,12,1,0,4,3,4,3,8,3,1,9,5,3,5,0,3,6,1,1,15,5,15,8,15,2,3,3,2,5,1,3,12,7,15,3,2,1,7,0,2,12,3,1,9,15,1,2,0,6,15,1,0,4,9,ewer
0,2,5,2,7,2,5,4,13,10,4,1,6,2,6,1,2,2,1,8,11,15,2,7,4,0,7,5,2,15,6,15,1,2,11,3,2,1,4,3,1,4,4,1,5,0,2,4,3,1,15,3,8,4,15,2,2,2,0,4,1,2,14,3,9,0,1,0,6,0,1,15,6,4,15,8,14,2,2,14,15,3,0,3,2,ewer
0,2,6,3,9,2,4,7,13,9,5,1,6,3,7,0,2,1,1,10,5,5,1,10,12,6,3,0,1,15,3,15,1,1,9,3,3,2,5,4,3,9,10,2,5,0,2,9,2,1,15,4,9,8,15,4,3,0,2,5,1,2,12,10,15,3,4,3,6,0,4,15,3,2,14,12,15,7,4,15,3,5,0,15,2,ewer
0,2,5,3,8,1,5,6,13,12,4,1,5,3,8,0,1,0,1,15,5,13,3,10,3,0,3,2,9,15,10,15,1,1,8,1,1,2,2,1,1,6,6,1,5,1,2,9,4,2,15,3,6,8,15,1,4,4,1,6,2,5,15,6,15,3,3,0,8,0,4,15,4,3,15,7,12,13,0,0,15,0,0,7,8,ewer
1,3,5,2,11,3,4,4,12,15,5,2,5,2,11,2,4,2,2,3,12,15,3,6,6,4,6,13,3,4,14,15,1,0,8,6,5,4,8,6,3,10,8,3,5,1,3,8,1,0,15,4,10,8,15,3,3,2,1,5,1,2,13,10,15,3,4,2,7,1,3,14,3,1,15,8,15,1,6,12,15,0,0,3,7,ewer
1,3,3,3,11,3,3,3,14,10,3,2,3,2,8,0,2,0,5,9,10,11,0,2,6,3,8,14,14,8,9,15,3,2,10,3,3,2,5,2,4,12,11,2,4,2,2,11,4,3,15,3,10,12,15,4,4,3,1,3,1,5,13,13,15,4,3,1,4,1,2,12,5,1,15,6,10,6,3,15,4,1,0,15,5,ewer
0,2,4,2,8,0,2,6,15,15,3,1,5,3,11,0,1,0,0,2,1,15,0,0,0,0,0,0,6,3,11,15,0,1,15,3,1,0,7,1,0,0,4,0,4,0,1,2,3,2,11,3,12,1,3,0,2,0,0,5,0,2,15,1,5,2,0,0,6,0,4,15,4,1,15,13,15,5,0,0,15,0,0,3,9,ewer
1,2,4,2,15,1,3,4,6,15,4,2,4,3,15,0,0,0,0,0,15,0,0,0,0,0,0,0,7,2,15,15,0,1,5,6,3,1,5,4,2,4,7,5,7,1,4,8,3,1,13,4,15,5,13,2,3,1,0,6,1,4,11,10,11,2,2,1,4,1,4,15,4,3,8,15,0,0,0,0,9,1,2,0,15,ewer
1,2,4,2,14,3,5,5,12,15,2,1,2,1,15,1,0,2,0,0,15,15,2,10,2,2,2,2,1,0,15,15,0,0,4,3,3,3,5,4,4,11,7,2,3,0,2,8,0,0,15,2,12,9,13,4,2,3,1,6,1,3,15,8,13,3,4,2,5,0,4,10,0,0,14,15,0,12,0,0,15,0,0,0,14,ewer
1,3,4,3,10,3,3,4,9,15,3,3,4,2,10,1,1,1,4,9,10,15,2,3,4,4,7,11,7,15,9,15,2,2,11,3,3,2,3,2,3,6,10,3,4,1,3,9,1,2,15,5,8,5,15,2,2,1,1,4,1,3,13,9,15,3,3,1,6,1,3,12,3,1,15,6,15,4,2,15,12,3,2,15,12,ewer
0,2,7,2,5,2,6,6,15,2,5,1,9,2,2,0,0,0,1,10,3,15,0,4,3,0,6,4,1,15,3,12,2,4,15,1,1,2,4,1,0,4,3,0,3,0,1,8,5,0,15,5,5,3,11,2,1,1,0,5,0,1,15,3,15,1,0,0,3,0,0,6,11,1,15,7,14,1,1,5,15,10,0,15,3,ewer
1,2,4,2,11,2,3,5,12,15,5,2,3,2,15,1,0,1,2,12,11,15,2,2,1,4,6,7,8,7,6,15,2,2,11,4,3,3,4,2,4,10,15,4,4,1,2,13,5,2,15,4,8,7,15,4,4,2,2,4,1,2,12,13,15,8,2,2,5,2,6,15,1,1,15,10,15,3,1,6,13,2,0,9,15,ewer
1,3,5,3,13,3,5,5,15,15,4,3,4,3,14,0,1,0,0,3,13,0,0,0,0,4,3,3,3,4,5,15,2,1,12,7,5,3,12,7,2,7,9,2,5,1,4,10,2,2,15,5,15,7,10,4,2,4,1,4,0,2,15,5,10,1,2,1,4,1,3,15,3,1,15,15,15,8,3,11,15,0,0,1,10,ewer
1,3,5,3,10,5,5,5,12,15,4,3,5,3,10,3,1,2,1,15,8,15,2,8,3,4,7,9,4,8,7,11,4,2,15,1,3,0,3,0,1,8,8,4,5,1,5,10,4,3,15,3,9,8,15,4,4,2,2,7,1,3,14,11,15,3,3,2,4,1,2,12,2,2,10,5,15,5,4,7,15,5,0,15,9,ewer
0,2,5,2,8,2,5,7,12,12,3,2,3,1,7,0,1,0,2,15,6,6,2,9,4,2,4,5,5,12,6,10,1,2,15,1,2,1,7,3,1,8,6,3,4,0,4,8,3,2,15,4,5,6,15,7,1,0,3,13,2,5,13,1,15,5,0,1,8,1,2,7,2,1,15,9,15,8,3,15,15,0,0,10,9,ewer
1,2,6,4,10,2,5,7,11,10,4,1,6,4,9,0,0,0,1,15,6,15,1,12,6,3,8,13,1,15,3,7,2,1,15,4,2,0,3,4,2,12,10,2,2,1,1,10,6,1,15,4,5,10,15,3,2,0,0,7,1,4,12,7,9,1,2,1,2,0,2,15,5,3,15,10,5,14,2,12,15,11,1,13,7,ewer
1,2,3,2,10,2,3,4,13,11,1,1,2,1,10,0,1,1,4,10,8,0,8,0,0,0,5,15,8,13,12,15,2,3,15,2,2,1,4,3,2,12,5,3,2,0,1,7,1,2,15,4,11,9,15,5,2,2,1,6,1,5,13,10,12,1,3,0,4,2,3,15,1,1,15,5,15,2,0,14,15,0,0,7,13,ewer
0,2,6,3,8,3,7,6,15,15,5,3,6,3,7,0,1,1,1,8,10,15,2,14,7,2,9,6,6,11,12,15,2,0,10,3,3,0,9,4,1,6,5,1,4,0,3,6,2,1,15,5,10,5,12,2,1,2,1,4,1,2,15,4,15,2,1,1,7,0,3,8,3,1,15,8,13,7,2,6,15,0,0,4,9,ewer
1,2,4,2,10,2,3,4,15,15,3,2,4,2,12,1,3,2,1,5,12,15,2,3,3,2,4,5,4,3,9,15,1,2,8,3,2,2,4,2,2,9,8,2,4,1,2,8,3,2,15,3,13,7,11,1,2,2,1,3,1,2,15,10,15,3,2,1,5,1,3,15,4,3,15,10,15,6,4,12,15,0,0,5,8,ewer
1,3,6,3,9,3,4,8,15,12,4,2,7,3,11,2,1,2,3,13,9,15,2,11,8,3,4,9,5,15,10,15,1,1,9,2,2,1,4,1,0,4,6,2,4,1,2,7,2,2,15,5,6,4,12,2,1,0,1,6,1,3,15,6,10,2,2,1,4,1,2,15,4,2,15,9,15,7,6,12,15,6,1,11,13,ewer
1,2,4,2,9,2,4,3,11,13,4,2,4,3,8,0,1,1,4,7,11,0,0,0,0,5,3,11,2,15,4,15,2,2,9,4,3,4,5,3,4,11,11,3,4,0,3,11,4,1,15,3,13,9,15,3,3,3,1,5,1,1,12,10,14,2,3,2,3,2,3,15,3,2,15,11,15,2,5,15,15,3,0,8,1,ewer
1,2,4,3,14,2,3,4,8,15,3,2,4,2,15,0,0,1,0,0,15,0,0,0,0,0,0,0,2,1,12,15,0,2,7,6,3,5,6,4,4,12,11,3,4,1,4,9,4,1,15,4,13,8,14,3,3,2,1,5,2,6,12,10,15,4,4,2,6,2,4,15,4,2,11,15,0,0,0,0,15,0,0,3,9,ewer
0,1,4,1,5,1,2,3,15,15,2,1,6,3,7,0,0,0,0,7,3,4,0,0,0,0,0,0,0,1,1,15,0,0,13,3,2,2,4,2,2,5,3,1,6,0,2,4,2,1,6,4,4,2,6,0,0,0,0,2,0,0,15,3,11,2,1,1,7,0,3,15,4,2,15,5,10,0,4,15,15,1,0,4,5,ewer
