@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/sine-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns4' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns8' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns16' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns35' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns40' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns44' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns80' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns106' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns109' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns116' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns124' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns152' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns160' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns179' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns183' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns189' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns204' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns212' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns214' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns215' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns217' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns221' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns224' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns232' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns254' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns260' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns287' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns288' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns322' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns323' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns325' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns328' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns340' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns358' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns362' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns364' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns365' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns368' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns376' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns392' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns395' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns396' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns400' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns404' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns409' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns412' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns431' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns440' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns448' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns469' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns476' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns503' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns504' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns505' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns506' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns508' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns509' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns511' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns512' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns513' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns520' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns538' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns540' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns541' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns544' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns545' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns547' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns548' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns553' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns556' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns574' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns584' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns592' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns613' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns647' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns649' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns664' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns688' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns718' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns721' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns728' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns753' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns754' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns755' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
0,2,5,3,8,2,6,4,15,12,5,2,6,3,9,1,2,1,2,6,10,15,3,8,4,5,13,4,7,15,6,13,2,2,15,3,2,2,7,4,3,7,5,4,6,0,3,6,4,2,12,4,8,4,9,2,2,1,0,5,1,2,15,4,12,2,2,0,8,0,4,15,7,5,6,4,15,3,1,13,9,5,0,15,9,Faces_easy
0,3,7,4,7,2,6,6,15,15,7,2,7,4,8,1,3,0,1,7,9,15,1,7,5,1,3,4,5,15,7,15,2,6,13,3,2,1,7,2,1,5,4,2,7,0,2,3,4,1,15,7,9,4,8,2,2,1,0,6,0,2,15,3,12,3,1,0,8,0,6,15,8,4,15,6,15,3,5,7,5,3,0,15,8,Faces_easy
0,1,5,2,4,2,5,4,15,10,6,1,6,2,4,1,1,1,2,15,7,3,0,10,4,1,8,6,4,15,5,13,1,1,15,2,2,1,5,1,1,3,2,1,7,0,1,3,5,1,10,5,4,1,5,0,1,0,0,1,0,1,15,2,14,1,1,0,8,0,3,15,3,1,15,2,15,2,5,3,7,3,0,15,3,Faces_easy
0,3,7,4,7,3,10,6,15,15,5,3,6,3,7,0,2,0,2,15,7,14,1,12,5,1,7,11,5,15,10,15,4,7,13,3,3,1,8,3,1,5,5,2,6,0,4,6,4,3,14,6,5,3,10,2,1,1,0,4,1,2,15,6,15,2,2,1,6,0,3,13,5,2,15,10,15,5,6,15,15,5,1,13,6,Faces_easy
0,2,7,3,7,2,7,6,15,15,7,4,6,3,7,0,2,1,3,13,8,9,2,15,7,2,8,5,8,15,10,12,2,2,15,1,1,1,5,1,1,4,4,2,6,0,4,5,6,3,14,4,5,4,10,1,1,1,0,8,1,3,15,4,10,2,1,0,6,1,3,15,6,3,15,2,15,3,3,12,11,5,1,15,7,Faces_easy
0,2,5,2,6,2,5,3,15,15,5,3,5,2,6,1,5,2,4,5,7,15,1,4,3,2,3,3,3,11,3,15,2,0,15,4,2,2,6,2,1,6,3,2,5,0,3,5,3,3,10,3,9,1,4,1,1,0,0,3,0,2,15,3,11,2,1,1,8,0,5,15,5,2,13,15,0,0,4,12,6,3,1,15,4,Faces_easy
0,2,5,3,9,2,4,4,15,15,4,2,5,3,8,1,2,0,3,12,10,15,3,3,3,1,2,15,5,10,8,15,2,2,11,3,3,2,8,3,1,6,5,2,8,0,3,6,3,2,15,1,8,4,10,1,2,2,1,6,0,3,15,4,13,2,1,0,7,0,5,15,4,3,15,10,15,2,2,15,15,2,1,9,8,Faces_easy
1,2,4,3,10,3,4,4,14,15,4,3,2,2,9,1,1,2,4,14,11,15,3,4,3,4,3,11,10,14,13,15,3,3,14,5,1,0,4,0,0,6,9,3,5,1,4,6,6,3,15,5,8,0,0,0,0,0,0,0,0,0,0,6,15,0,2,1,0,0,2,4,1,1,15,11,15,4,3,14,15,1,1,7,5,Faces_easy
0,2,7,4,6,3,8,7,15,12,6,5,7,4,6,0,3,3,5,13,12,1,0,7,15,0,5,0,9,15,8,15,2,2,10,4,4,1,10,3,1,5,4,2,6,0,2,6,3,1,15,5,6,2,7,1,1,1,0,5,0,2,15,5,13,2,2,1,6,0,4,15,4,2,15,2,8,4,4,14,13,6,2,15,8,Faces_easy
0,2,6,3,8,2,4,7,15,15,3,2,8,4,8,1,1,1,2,15,9,11,2,4,3,2,2,8,5,9,5,15,0,1,8,0,1,0,5,4,0,10,7,2,4,1,3,9,2,4,9,6,3,5,15,3,2,2,1,7,2,4,14,4,12,2,2,1,8,0,4,15,4,2,11,5,15,6,7,15,15,7,1,11,8,Faces_easy
1,2,5,3,8,2,6,4,15,15,5,3,4,3,7,1,1,1,2,15,13,13,2,7,4,3,4,10,8,15,10,15,1,1,9,4,2,2,7,3,1,4,4,2,6,0,3,4,3,2,15,4,7,1,5,1,0,0,0,3,0,1,15,2,10,1,1,0,6,0,3,15,3,1,15,15,15,1,2,15,9,2,0,15,8,Faces_easy
0,3,7,3,7,2,6,7,10,12,6,2,6,3,7,1,1,1,2,15,7,2,0,15,6,1,12,6,4,15,8,14,2,3,15,2,2,0,6,2,0,5,4,1,5,0,1,3,2,2,15,1,4,4,12,2,2,1,1,6,1,2,15,4,12,2,1,0,7,0,3,15,4,3,15,3,14,6,6,6,15,2,0,6,5,Faces_easy
0,2,7,4,7,2,6,6,15,15,8,3,8,4,6,0,1,0,2,10,9,15,2,9,2,3,12,5,5,9,3,15,2,1,15,2,2,2,5,2,1,4,4,3,8,0,4,6,5,1,14,4,9,3,8,1,1,1,0,4,0,2,15,3,11,2,1,0,9,0,6,15,11,5,15,8,15,14,0,13,9,3,0,15,6,Faces_easy
0,1,6,3,7,2,7,5,15,15,4,2,6,3,8,0,3,2,2,9,9,15,1,11,13,1,7,4,3,12,8,12,2,2,15,3,2,1,8,4,1,4,3,1,5,0,3,2,3,1,15,3,11,2,7,1,1,0,0,4,0,2,15,2,9,1,1,0,6,0,3,15,4,2,15,10,10,4,3,4,15,2,1,6,5,Faces_easy
0,2,5,3,8,3,6,5,15,15,6,3,5,2,7,0,5,2,1,15,11,12,2,6,6,1,4,8,7,15,8,15,2,1,14,4,3,2,8,4,2,5,3,3,9,0,4,5,4,2,15,3,7,3,8,2,2,0,0,4,0,3,15,3,10,1,1,1,6,0,3,15,5,2,14,9,15,3,2,15,15,3,0,15,8,Faces_easy
0,2,7,3,6,3,6,5,13,15,6,3,7,4,6,1,2,1,1,9,14,3,0,4,0,0,5,15,9,11,9,13,2,1,15,3,3,1,8,2,1,3,2,1,6,0,2,4,7,3,15,1,4,1,6,0,0,0,0,4,0,1,15,2,9,2,0,0,7,0,4,15,6,3,15,1,15,4,6,14,15,3,1,9,6,Faces_easy
0,2,5,2,8,2,5,3,15,15,4,2,6,3,8,0,2,1,2,12,15,6,0,6,5,1,2,7,5,15,7,15,1,1,10,3,3,2,4,2,0,3,6,2,7,1,3,7,3,1,15,2,5,2,5,0,1,1,0,2,0,1,15,3,11,1,1,1,5,0,2,15,7,3,15,4,15,0,5,15,11,4,1,15,9,Faces_easy
1,3,6,3,8,3,7,6,15,15,5,2,6,3,8,1,2,1,4,13,11,15,3,9,5,3,6,8,6,14,9,12,2,1,15,2,2,0,6,2,1,4,3,1,5,0,1,5,4,2,15,4,10,2,9,1,1,1,0,5,0,1,15,3,12,2,1,0,6,0,2,15,7,4,15,9,15,3,2,12,15,2,1,8,8,Faces_easy
0,2,7,2,5,1,5,4,15,15,6,2,8,4,5,0,3,7,3,8,12,0,0,15,0,1,7,1,5,2,4,15,0,0,11,2,1,0,5,1,0,1,2,3,9,0,4,4,4,1,15,4,3,0,4,0,0,0,0,2,0,0,15,2,15,2,1,1,10,0,5,15,5,1,15,7,8,3,2,11,5,5,0,15,7,Faces_easy
0,2,6,2,6,2,7,6,15,14,6,2,8,4,5,0,0,0,1,15,7,15,2,15,6,3,9,9,5,10,4,12,1,0,15,1,1,1,8,1,1,3,2,1,6,0,3,3,2,1,15,2,6,1,7,0,0,0,0,5,0,1,15,2,12,1,0,0,7,0,3,15,8,3,15,5,15,6,4,15,9,3,0,15,7,Faces_easy
1,3,6,3,7,2,5,5,15,15,4,3,8,4,8,1,2,1,3,11,9,15,3,6,3,1,4,10,7,15,10,15,2,2,15,2,2,1,5,1,1,4,5,3,6,0,3,4,3,2,7,2,4,2,13,1,1,0,0,8,0,3,15,5,15,3,2,1,11,0,6,13,4,2,15,7,15,3,2,12,13,6,4,15,10,Faces_easy
0,2,6,3,9,2,8,5,15,15,5,2,6,3,7,0,1,1,1,11,13,15,1,15,8,2,9,15,3,6,15,9,1,2,15,2,2,1,6,3,1,5,4,3,6,0,2,4,3,1,15,4,9,4,9,1,1,1,0,5,0,2,15,2,10,1,1,0,4,0,3,15,4,2,10,9,15,3,2,8,15,2,0,5,5,Faces_easy
0,1,4,1,6,2,4,3,15,15,5,2,4,2,8,2,4,1,3,11,8,3,3,15,6,0,10,3,8,4,15,9,1,0,15,2,1,1,4,1,0,2,2,1,7,0,3,4,4,1,11,4,3,2,9,0,0,1,0,3,0,1,15,2,15,2,0,0,5,1,3,12,4,2,15,11,0,0,1,6,7,2,0,15,7,Faces_easy
0,2,5,2,7,2,5,4,15,15,5,3,5,2,7,1,3,7,6,15,8,13,1,8,6,2,5,11,8,14,11,7,1,1,15,2,2,1,5,2,1,4,6,2,5,1,3,8,4,2,9,3,2,3,7,1,1,0,0,2,0,1,15,5,15,1,1,1,5,1,2,11,5,2,15,6,15,4,3,13,15,6,0,9,6,Faces_easy
0,2,5,3,7,2,5,3,15,15,4,2,6,4,6,0,1,0,2,8,6,15,1,5,3,2,4,10,5,9,6,15,2,2,14,4,4,2,6,4,1,5,5,2,4,0,3,5,4,2,12,3,7,3,5,1,1,1,0,3,0,1,15,2,11,2,0,0,8,0,5,15,6,4,15,8,15,0,3,15,8,4,1,15,7,Faces_easy
1,2,4,3,9,3,5,3,15,14,4,2,5,3,8,2,1,2,4,15,11,12,5,4,4,3,4,14,7,15,9,15,1,1,12,2,3,2,7,2,2,6,4,2,7,0,3,6,2,1,15,2,10,3,6,2,2,0,0,3,0,2,15,3,11,2,1,0,8,0,5,15,5,2,15,12,15,3,2,15,12,4,1,15,8,Faces_easy
0,2,6,3,9,2,5,4,15,15,6,3,6,4,7,0,1,1,1,4,15,15,3,12,6,2,9,11,7,15,11,15,1,0,9,2,2,1,6,2,1,5,5,3,8,1,3,8,4,3,15,1,14,2,9,2,1,1,0,4,0,1,15,4,9,3,0,0,8,0,4,15,4,5,15,15,6,1,3,13,7,2,0,15,7,Faces_easy
0,1,4,1,4,1,4,2,12,15,5,1,4,2,5,2,3,4,0,12,12,9,2,8,15,2,15,4,3,15,4,9,0,0,15,1,1,1,5,2,0,3,3,1,6,0,1,4,3,0,15,1,3,2,7,1,0,0,1,2,0,0,15,2,12,2,0,0,9,0,3,15,3,1,15,4,15,3,0,0,7,3,0,15,7,Faces_easy
0,2,5,2,8,2,4,4,15,15,5,2,5,3,10,1,1,1,2,12,8,15,2,5,2,2,4,7,4,9,10,15,1,1,10,3,2,1,5,3,1,3,4,2,9,0,4,5,2,2,15,3,10,3,9,1,2,0,0,4,0,2,15,5,12,2,1,1,4,0,1,15,6,3,15,10,15,3,4,15,15,4,0,10,9,Faces_easy
1,2,4,2,8,2,4,4,15,13,3,2,4,2,8,0,1,1,5,15,12,9,3,5,4,2,3,10,10,15,11,12,1,2,15,2,2,2,5,2,1,4,2,1,5,0,2,5,2,1,15,4,4,3,7,2,1,1,0,2,0,1,15,4,15,3,1,1,6,0,2,14,7,3,15,8,15,3,2,13,15,1,0,12,8,Faces_easy
0,3,6,3,8,3,7,6,15,15,6,3,6,4,9,0,4,3,4,15,8,4,0,12,5,1,8,4,5,15,5,11,2,3,15,2,2,1,5,2,1,3,5,3,8,0,4,6,3,2,15,3,4,2,8,1,1,1,0,5,0,2,15,4,12,2,1,1,6,0,4,15,6,4,15,9,15,4,4,15,12,4,1,15,9,Faces_easy
0,2,6,2,5,1,5,6,14,10,4,2,7,2,4,1,0,2,2,15,9,7,0,13,7,1,8,7,3,12,5,7,0,0,15,0,1,1,4,0,1,2,2,1,6,0,2,4,3,1,15,3,6,2,9,1,1,1,0,6,0,1,15,2,14,2,0,0,6,0,2,15,6,2,15,2,15,4,3,5,15,7,0,10,4,Faces_easy
0,3,6,3,11,4,6,6,13,12,4,1,5,3,8,2,3,0,6,15,13,9,2,8,5,3,10,11,6,9,15,14,4,5,15,0,0,0,0,0,0,0,3,0,0,0,6,15,2,0,15,5,8,0,2,0,0,0,0,0,0,0,15,3,6,0,3,3,6,0,3,15,1,0,15,9,15,3,3,13,15,2,0,7,7,Faces_easy
0,3,6,3,7,3,7,4,12,14,5,2,7,4,7,1,4,1,8,15,12,6,1,15,7,2,4,12,7,14,8,15,2,2,15,3,2,1,6,2,1,4,4,3,6,1,3,6,3,1,15,3,5,3,9,2,2,1,0,4,1,2,15,4,15,1,1,1,7,1,2,14,6,5,15,2,15,3,14,15,9,4,0,15,7,Faces_easy
0,1,6,2,4,2,7,4,15,15,7,2,5,2,5,0,1,1,2,5,14,13,2,15,2,0,8,1,2,15,8,13,1,0,15,2,2,1,7,2,1,2,2,2,10,0,4,3,6,1,3,2,2,1,8,1,1,1,0,5,0,2,15,2,14,3,1,0,7,0,2,15,3,2,15,7,0,7,0,9,6,3,0,15,8,Faces_easy
0,2,7,2,5,2,6,6,15,15,6,2,9,3,6,0,1,0,0,1,15,15,0,12,2,4,14,0,4,15,6,15,1,0,11,1,2,1,7,2,0,3,3,1,6,0,2,4,4,1,13,2,5,2,8,1,1,1,0,7,0,3,15,3,12,3,1,1,7,0,2,15,7,1,15,3,15,1,5,5,15,3,0,7,4,Faces_easy
0,2,5,3,9,3,5,4,15,15,4,2,7,4,9,1,3,0,9,15,11,11,2,7,3,3,2,14,5,12,4,13,2,3,15,2,2,2,5,2,1,5,5,2,6,1,3,6,3,2,15,2,10,4,7,2,1,1,1,4,1,3,15,5,14,2,3,1,7,0,5,15,8,6,15,6,15,3,3,15,7,4,0,15,4,Faces_easy
0,2,6,3,7,2,4,2,15,14,8,3,6,3,6,1,2,0,1,5,7,15,0,2,4,0,5,7,4,15,5,15,1,4,14,3,3,2,5,2,2,5,5,4,12,0,4,6,5,2,15,2,6,3,7,2,1,1,0,2,1,1,15,2,11,2,1,0,9,0,5,15,4,2,15,6,15,1,3,12,8,4,0,15,5,Faces_easy
0,2,5,3,7,3,6,6,15,10,3,1,4,2,7,1,1,0,3,15,8,14,3,8,5,3,4,10,7,15,5,12,2,2,15,2,3,1,9,4,1,4,3,1,3,0,1,5,2,1,15,4,7,2,7,1,1,0,0,3,0,1,15,3,12,1,1,0,6,0,2,15,4,2,15,7,12,7,1,15,6,3,1,15,6,Faces_easy
0,3,8,4,9,3,10,8,15,15,6,4,7,4,9,0,1,1,1,11,8,15,2,14,8,2,11,7,12,15,14,15,5,3,14,2,1,2,6,3,1,4,5,2,6,0,3,5,3,2,4,2,3,3,9,1,2,1,0,5,1,2,15,6,14,2,1,0,8,1,6,15,4,2,12,11,15,6,4,12,11,5,6,15,13,Faces_easy
1,3,8,5,8,3,8,8,14,14,7,5,8,4,7,0,13,1,1,6,4,13,1,15,7,1,7,13,9,15,8,13,2,3,15,2,3,2,8,4,1,5,8,3,7,1,4,8,5,3,14,5,6,4,10,1,2,1,0,8,1,3,15,6,12,3,1,0,8,0,4,15,6,3,15,4,15,6,10,14,15,7,1,14,8,Faces_easy
1,2,5,3,9,2,4,4,13,15,4,3,6,3,10,2,1,2,3,15,13,9,3,4,4,2,2,10,9,15,8,12,2,2,15,2,2,1,5,1,1,4,5,2,6,0,3,4,4,2,15,3,4,3,8,1,1,1,0,3,0,2,15,6,13,2,1,1,7,0,4,15,5,3,15,2,15,1,2,12,12,5,0,15,10,Faces_easy
0,2,5,2,8,1,3,4,15,15,5,3,6,2,7,1,6,2,1,9,9,8,1,1,0,1,6,0,3,4,15,15,1,4,14,1,1,2,5,3,2,11,2,1,4,0,2,6,3,0,14,3,7,2,12,2,1,1,1,5,0,2,15,3,13,2,1,0,7,0,3,15,4,1,15,5,15,0,4,11,15,4,0,11,8,Faces_easy
0,1,4,2,8,1,4,3,15,15,3,2,6,2,7,0,2,1,1,12,12,11,1,3,2,4,5,7,4,6,6,15,1,2,15,3,2,1,4,1,1,2,3,1,4,0,2,5,3,2,14,3,8,3,8,1,1,1,1,3,0,1,15,5,15,1,1,1,7,1,2,15,5,1,15,11,15,1,2,10,15,1,1,6,6,Faces_easy
0,2,5,2,8,1,4,4,15,15,5,2,6,3,8,1,2,1,2,10,8,15,0,6,4,2,2,10,4,15,8,15,1,1,14,1,2,1,6,2,0,3,5,2,7,0,3,4,3,2,15,3,5,2,7,1,1,0,0,5,0,2,15,4,13,2,1,1,6,0,3,15,5,2,15,7,15,2,5,15,12,3,0,15,8,Faces_easy
0,2,6,3,8,2,6,3,15,15,6,3,6,4,8,0,2,0,1,7,5,15,1,10,4,2,8,7,2,11,15,15,2,3,15,4,3,2,7,3,1,5,5,3,7,1,3,5,6,3,10,3,4,2,5,0,0,1,0,2,0,1,15,5,15,3,2,1,7,1,4,15,5,4,15,5,15,11,1,11,15,6,0,13,8,Faces_easy
0,2,6,3,7,4,7,8,11,15,4,1,5,3,8,1,1,3,1,6,8,15,6,3,0,1,4,4,5,9,7,15,4,6,9,4,5,2,9,4,1,5,3,1,5,0,1,3,4,2,15,2,4,5,14,3,4,2,0,11,0,4,15,3,8,3,1,1,6,0,4,15,5,3,15,3,15,4,2,10,15,3,0,12,6,Faces_easy
0,2,6,2,7,2,6,5,15,15,5,2,7,4,6,1,2,0,2,10,12,15,1,9,3,2,7,8,5,13,5,9,1,1,15,0,1,1,6,1,0,3,3,1,4,0,1,5,5,1,10,2,7,2,10,0,1,1,0,4,0,1,15,4,15,4,1,0,8,0,4,8,4,2,15,9,15,3,1,12,13,4,0,15,6,Faces_easy
0,1,4,1,5,1,4,3,15,15,3,1,6,2,5,1,1,1,1,1,15,15,0,0,5,0,2,2,3,7,5,10,0,0,15,1,2,1,4,1,0,1,3,2,6,0,2,5,2,0,5,2,3,1,10,1,1,0,0,4,0,2,15,3,15,1,1,1,9,0,2,15,5,1,15,6,0,1,0,6,12,1,0,15,15,Faces_easy
0,3,6,3,8,2,5,4,15,15,6,3,7,3,7,1,2,2,2,13,9,8,0,2,2,2,5,7,6,13,4,15,1,2,5,3,2,1,6,2,1,4,4,2,7,0,4,4,5,3,15,1,8,2,6,1,1,0,0,4,0,2,15,3,8,3,1,0,7,0,4,15,8,4,15,8,15,3,3,13,14,3,0,15,6,Faces_easy
0,2,6,3,7,2,6,6,15,15,5,3,6,4,7,0,2,1,3,15,9,10,2,5,4,3,7,7,5,14,6,11,2,1,15,2,1,2,6,1,0,3,5,3,6,0,3,5,3,3,15,4,4,3,6,1,1,1,0,5,0,2,15,4,11,2,1,0,6,0,5,15,7,6,15,6,15,4,2,15,10,4,0,15,7,Faces_easy
0,2,4,3,8,3,6,3,11,14,4,2,5,4,9,0,1,1,4,10,8,10,1,4,2,3,4,14,6,15,10,15,2,2,14,4,5,3,7,4,1,6,5,3,4,0,3,6,2,1,15,2,8,5,11,2,2,2,1,4,1,2,15,3,11,2,1,0,5,0,4,15,5,3,15,2,15,2,7,10,15,1,0,3,5,Faces_easy
0,2,5,3,7,2,6,3,13,15,5,3,5,3,7,0,3,0,2,15,7,9,0,10,4,1,7,5,6,13,11,15,2,1,15,4,2,1,5,3,1,4,4,1,6,0,3,4,4,2,15,3,2,3,6,1,1,1,0,3,0,1,15,4,12,2,2,1,5,0,3,15,2,1,15,5,15,2,6,7,15,3,0,6,3,Faces_easy
0,3,6,3,8,3,5,4,15,15,6,4,6,3,7,0,3,0,1,7,12,15,1,10,7,1,5,7,7,15,8,15,2,2,14,3,2,2,7,2,1,4,3,4,9,0,4,4,5,4,15,4,7,3,7,2,1,1,0,4,0,2,15,2,9,1,0,0,6,0,2,15,5,3,15,11,11,3,7,15,10,5,0,15,7,Faces_easy
0,2,4,2,8,2,6,3,11,15,4,2,4,2,8,1,3,2,4,15,12,13,3,7,3,2,3,7,6,13,13,14,1,3,15,3,4,1,7,3,1,5,4,3,6,0,2,6,2,1,15,2,2,2,7,1,1,0,0,3,0,1,15,4,12,1,1,0,5,0,2,15,2,2,15,2,15,3,3,10,15,1,0,11,11,Faces_easy
0,3,6,3,7,3,4,4,15,15,6,3,6,3,6,0,1,0,2,5,15,0,0,0,0,2,7,15,10,15,11,15,1,2,7,4,3,1,4,2,1,2,4,2,7,0,3,4,4,2,15,2,3,2,5,1,1,0,0,3,0,1,15,3,9,2,0,0,5,0,1,15,4,1,15,6,15,2,3,15,15,4,1,11,8,Faces_easy
0,1,5,2,7,1,5,5,15,15,5,2,4,3,9,1,2,1,2,15,6,15,2,10,2,1,8,7,5,5,11,12,1,1,15,3,2,1,6,2,1,5,5,3,8,0,3,4,2,1,14,5,6,2,10,2,1,1,0,4,0,1,15,2,9,1,1,0,5,0,3,15,3,2,15,9,15,5,3,15,15,1,0,12,9,Faces_easy
0,2,5,3,7,2,5,4,15,15,4,2,5,3,7,1,2,1,3,6,6,9,0,13,9,4,10,10,7,15,10,15,1,1,10,1,2,1,6,2,1,3,3,1,6,0,2,3,3,1,15,4,3,1,4,1,1,0,0,3,0,1,15,2,11,2,1,0,5,0,4,15,5,2,15,10,15,0,10,15,12,3,1,15,10,Faces_easy
0,2,6,2,8,2,4,4,15,15,6,2,6,3,8,1,1,1,1,10,9,15,1,5,2,2,4,12,6,15,6,15,2,2,10,3,3,1,7,3,1,2,4,3,8,0,3,5,6,2,15,4,6,2,8,1,1,1,0,4,0,2,15,4,13,1,2,0,7,0,2,15,6,3,15,11,15,1,3,15,12,4,1,15,8,Faces_easy
0,2,6,3,8,3,6,5,15,15,6,2,6,3,7,0,1,0,4,14,9,15,3,8,4,3,4,9,4,15,7,15,2,2,15,3,3,3,7,4,1,6,5,3,11,0,4,6,2,0,15,5,8,4,6,2,2,1,0,3,0,1,15,4,13,2,1,1,9,0,4,15,4,2,15,9,15,3,2,15,15,5,0,15,9,Faces_easy
0,2,5,3,9,2,4,4,15,15,5,3,6,3,6,0,4,1,1,12,9,15,2,6,4,2,7,10,9,11,9,15,2,2,14,2,1,2,4,2,0,3,7,2,7,0,3,8,3,1,15,2,7,3,9,1,1,1,0,4,1,1,15,3,8,1,1,1,6,0,4,15,5,2,15,11,15,8,3,15,15,6,0,14,8,Faces_easy
1,2,6,3,8,1,4,3,15,15,8,4,6,3,7,1,2,0,1,10,12,0,0,10,0,0,0,0,6,15,5,15,0,0,8,2,2,2,5,1,0,3,6,3,11,0,5,6,5,2,15,0,9,3,7,1,2,0,0,4,0,2,15,5,10,2,1,1,8,0,3,15,6,3,15,9,0,0,9,13,6,5,1,15,6,Faces_easy
